N,P,K,temperature,humidity,ph,rainfall,label
63.35,63.37,51.26,34.31,92.9,6.9,228.65,Papaya
63.35,57.76,51.39,40.55,91.72,6.71,195.44,Papaya
59.0,63.22,49.42,25.58,92.81,6.64,154.03,Papaya
37.36,59.54,53.4,33.7,92.76,6.9,152.53,Papaya
55.2,57.43,51.42,30.96,91.48,6.77,240.35,Papaya
58.61,54.33,46.65,24.67,94.15,6.63,186.05,Papaya
63.21,47.41,53.73,32.17,91.06,6.72,175.13,Papaya
54.41,53.45,45.22,32.34,90.8,6.78,162.35,Papaya
45.12,58.64,49.47,34.81,93.35,6.61,193.23,Papaya
16.7,59.05,49.25,28.34,92.89,6.9,181.91,Papaya
40.55,58.53,46.66,30.03,94.03,6.76,143.31,Papaya
32.03,58.51,52.16,25.01,93.06,6.92,246.92,Papaya
53.31,60.67,44.67,44.52,91.78,6.63,187.98,Papaya
65.12,71.3,50.31,38.74,92.55,6.62,235.61,Papaya
43.78,67.1,53.25,36.72,94.79,7.03,190.18,Papaya
41.91,45.85,55.61,31.19,93.92,6.66,237.3,Papaya
43.0,50.05,49.48,30.71,93.25,6.74,212.26,Papaya
47.09,53.34,48.54,44.24,92.78,6.5,180.69,Papaya
50.97,69.03,52.57,28.66,95.52,6.75,229.27,Papaya
38.45,42.51,46.48,16.44,95.14,6.78,169.57,Papaya
54.53,58.68,51.55,39.85,92.14,6.64,217.76,Papaya
58.02,58.13,55.44,31.2,91.38,6.8,176.44,Papaya
54.96,52.29,49.0,43.43,91.99,6.65,227.19,Papaya
39.49,53.17,51.44,38.43,94.03,6.66,211.39,Papaya
45.34,53.71,53.01,30.61,92.85,6.77,165.55,Papaya
59.66,61.0,45.03,34.96,91.53,6.89,155.25,Papaya
46.44,59.76,50.14,37.51,90.6,6.96,209.44,Papaya
63.6,62.96,49.97,26.76,91.8,6.95,233.1,Papaya
43.8,39.89,49.47,31.99,92.19,6.82,219.1,Papaya
59.9,60.29,45.5,31.71,95.38,6.8,205.12,Papaya
53.59,60.1,44.04,32.24,92.45,6.91,196.31,Papaya
33.53,60.19,47.99,27.11,91.46,6.82,229.62,Papaya
54.83,61.45,51.18,34.03,93.37,6.45,198.05,Papaya
39.55,64.77,49.63,33.66,90.62,6.88,212.25,Papaya
55.57,52.42,48.07,34.67,91.63,6.8,135.57,Papaya
45.12,68.73,51.1,34.38,94.98,6.46,172.58,Papaya
45.99,62.86,52.19,28.95,93.75,6.7,228.32,Papaya
39.67,56.73,48.77,39.04,91.85,6.74,208.94,Papaya
55.45,63.04,50.53,31.3,92.06,6.75,201.86,Papaya
48.53,57.62,46.21,37.0,92.73,6.88,195.0,Papaya
32.62,55.26,49.5,37.4,89.91,6.76,209.13,Papaya
43.39,57.97,48.43,29.67,91.99,6.66,213.8,Papaya
42.65,51.86,54.42,38.54,90.17,6.65,201.67,Papaya
53.24,48.18,52.9,37.83,93.1,6.92,207.44,Papaya
54.49,67.24,52.75,29.08,93.29,6.67,208.86,Papaya
54.77,48.85,49.7,34.89,91.95,6.79,217.16,Papaya
49.69,58.9,53.46,35.98,92.75,6.63,213.45,Papaya
53.3,65.52,50.12,23.96,90.37,6.84,179.32,Papaya
54.37,58.21,49.58,32.99,91.42,6.75,178.93,Papaya
46.28,55.48,49.43,38.34,92.34,6.88,237.29,Papaya
58.55,60.84,50.82,38.04,92.61,6.87,211.89,Papaya
46.4,63.1,50.23,32.94,91.9,6.77,222.4,Papaya
58.89,59.71,51.5,40.18,92.31,6.61,230.78,Papaya
44.7,53.19,45.51,36.5,90.47,6.66,211.18,Papaya
57.22,53.43,49.66,28.92,91.81,6.78,181.2,Papaya
47.56,48.35,52.83,36.18,93.49,6.91,172.31,Papaya
46.42,45.66,57.85,32.71,93.8,6.6,222.4,Papaya
68.58,57.12,47.47,32.77,89.72,6.75,217.58,Papaya
49.64,55.72,51.32,36.67,90.43,6.76,261.99,Papaya
36.65,56.97,54.85,39.3,91.86,6.78,194.94,Papaya
42.52,57.04,49.3,34.09,91.56,6.59,193.86,Papaya
67.15,58.01,49.17,37.46,92.3,6.98,194.89,Papaya
57.0,52.78,51.26,34.94,92.43,6.69,177.45,Papaya
52.82,61.43,49.68,35.01,92.45,6.76,189.49,Papaya
50.18,74.36,50.78,36.89,93.05,6.72,230.58,Papaya
47.09,64.09,49.16,28.46,92.96,6.61,209.73,Papaya
38.06,55.51,46.42,45.0,90.43,6.75,226.44,Papaya
60.36,62.82,49.21,40.59,93.64,6.78,201.62,Papaya
46.96,51.81,53.09,40.39,91.39,6.73,191.06,Papaya
49.67,57.9,52.37,29.58,91.44,6.9,182.28,Papaya
37.37,54.47,49.17,41.66,93.66,6.89,217.55,Papaya
59.46,53.2,49.5,28.3,92.24,6.84,198.7,Papaya
63.11,50.37,51.25,26.95,92.62,6.84,189.1,Papaya
55.51,51.5,45.84,36.42,94.68,6.63,228.61,Papaya
50.43,49.15,47.17,33.58,91.99,6.59,148.41,Papaya
41.53,58.71,49.98,30.87,92.75,6.88,205.84,Papaya
48.79,63.3,47.6,32.32,92.25,6.6,183.45,Papaya
29.25,69.45,47.66,41.83,92.55,6.82,181.56,Papaya
52.08,61.57,51.66,37.57,92.04,6.69,151.16,Papaya
55.23,64.26,54.04,35.1,91.54,6.54,223.65,Papaya
32.04,55.37,49.44,33.14,92.54,6.77,128.58,Papaya
50.15,43.57,51.83,30.59,89.8,6.65,179.32,Papaya
61.91,58.73,50.86,39.7,92.38,6.84,213.81,Papaya
37.14,66.71,46.45,38.32,90.6,6.83,246.2,Papaya
47.87,55.9,51.53,31.77,94.77,6.77,186.2,Papaya
44.6,51.67,48.43,31.66,91.89,6.67,252.72,Papaya
21.06,20.73,31.48,27.63,93.88,6.32,191.29,Coconut
29.17,18.71,26.1,26.53,91.71,6.0,180.83,Coconut
29.74,28.9,28.66,27.77,94.61,7.47,194.41,Coconut
21.2,11.38,30.78,26.47,92.04,5.55,184.02,Coconut
36.92,17.96,31.48,26.9,91.42,7.05,152.63,Coconut
27.64,18.29,32.23,25.94,94.78,5.87,167.22,Coconut
4.78,30.46,31.38,26.23,91.75,6.13,197.92,Coconut
15.67,19.29,34.43,25.87,94.16,8.15,195.8,Coconut
28.29,22.53,29.0,28.3,93.2,5.03,170.22,Coconut
21.46,18.59,29.35,28.2,95.39,6.7,179.93,Coconut
20.88,9.09,30.28,27.79,93.78,6.1,191.61,Coconut
26.98,28.43,33.08,27.96,95.52,5.53,196.57,Coconut
29.85,23.03,31.23,27.45,99.4,6.44,203.41,Coconut
24.56,23.95,32.35,27.36,97.34,5.84,167.82,Coconut
28.83,24.4,30.45,28.29,92.68,5.64,187.7,Coconut
27.02,22.71,29.93,26.66,93.85,6.52,172.38,Coconut
26.23,17.98,32.14,27.19,98.51,6.62,166.23,Coconut
44.19,22.07,32.48,27.59,95.25,6.9,152.45,Coconut
29.8,13.38,29.56,26.27,94.71,6.75,192.03,Coconut
29.3,16.97,29.35,27.92,96.14,5.64,141.73,Coconut
22.96,25.23,33.04,26.08,94.61,7.88,190.38,Coconut
36.38,24.99,27.72,26.81,94.07,6.58,202.91,Coconut
30.05,5.32,26.72,24.81,94.35,6.68,187.08,Coconut
21.51,23.37,31.79,25.74,91.07,6.5,224.79,Coconut
38.12,22.82,28.18,27.89,93.1,5.92,126.4,Coconut
28.14,16.85,30.24,24.7,94.34,4.68,207.2,Coconut
30.76,18.61,31.41,26.02,94.14,7.1,102.64,Coconut
24.7,19.89,29.51,28.46,91.75,6.03,132.1,Coconut
36.94,18.77,28.9,26.95,95.27,6.76,246.2,Coconut
30.34,17.67,28.6,26.61,91.0,6.53,199.59,Coconut
23.67,15.96,33.79,25.57,89.86,5.64,141.49,Coconut
29.91,18.2,29.45,28.15,92.62,7.08,217.78,Coconut
24.65,23.69,29.4,27.92,90.86,5.27,170.22,Coconut
21.94,17.42,29.45,27.72,93.18,5.88,171.21,Coconut
22.69,15.33,25.97,27.07,92.86,7.22,143.82,Coconut
24.11,29.06,27.65,26.76,91.57,5.49,218.68,Coconut
28.57,20.67,25.76,27.36,96.31,7.36,196.71,Coconut
20.44,21.57,31.67,25.21,91.76,7.17,201.9,Coconut
17.82,23.98,30.24,27.78,92.73,6.98,201.1,Coconut
25.3,20.09,28.38,28.65,93.76,5.81,162.1,Coconut
28.29,23.77,26.66,28.85,94.62,6.85,177.57,Coconut
27.62,19.26,32.54,26.99,95.53,6.17,184.89,Coconut
22.48,26.08,27.92,26.68,93.37,6.23,198.06,Coconut
25.52,26.97,27.95,27.17,92.45,6.82,179.6,Coconut
26.53,25.94,28.36,27.59,92.46,6.58,150.11,Coconut
23.36,19.59,34.54,27.1,97.31,6.67,170.32,Coconut
37.12,22.19,28.39,27.47,93.41,5.01,203.4,Coconut
34.34,29.19,31.06,26.75,95.67,7.14,220.96,Coconut
27.22,19.17,28.21,27.54,90.9,7.08,194.7,Coconut
31.16,20.69,33.83,27.87,92.79,6.06,158.01,Coconut
30.95,15.0,32.71,28.32,92.24,6.36,180.42,Coconut
33.02,28.05,25.79,26.68,93.47,5.45,167.87,Coconut
30.17,18.61,26.14,29.87,94.53,6.58,152.55,Coconut
29.13,19.18,25.28,25.93,95.59,7.96,189.18,Coconut
34.39,19.22,29.78,28.09,97.33,7.48,153.34,Coconut
27.08,21.39,29.35,27.39,95.64,7.25,222.15,Coconut
25.44,13.18,30.9,28.88,93.05,7.02,197.39,Coconut
28.7,20.03,27.69,24.72,91.78,6.21,207.44,Coconut
26.86,17.4,27.77,27.66,96.72,7.3,195.15,Coconut
18.28,18.24,34.87,28.12,90.92,6.46,189.08,Coconut
22.74,8.45,30.25,26.21,92.43,6.23,176.66,Coconut
27.44,15.58,29.45,25.24,94.62,4.36,172.76,Coconut
33.24,14.7,31.79,28.16,87.38,6.39,108.11,Coconut
26.76,19.96,23.79,28.92,94.57,5.86,216.63,Coconut
16.28,13.85,24.25,28.8,94.66,6.99,187.53,Coconut
31.09,20.39,30.68,27.11,92.78,6.47,186.84,Coconut
28.19,12.61,26.64,28.08,93.39,6.94,152.7,Coconut
18.29,15.78,29.44,26.33,96.59,6.63,226.22,Coconut
30.03,7.94,32.64,25.49,94.46,5.92,233.57,Coconut
36.5,16.29,29.68,27.24,95.73,6.52,154.38,Coconut
23.02,19.98,33.09,27.43,92.45,6.99,170.33,Coconut
33.07,32.64,29.1,27.8,92.51,6.42,180.74,Coconut
26.29,32.32,29.23,27.59,90.14,6.82,208.55,Coconut
24.2,7.45,29.9,27.02,95.45,8.01,170.5,Coconut
22.15,14.17,30.5,27.48,92.91,7.08,191.63,Coconut
27.77,15.49,28.8,24.57,94.47,6.52,184.71,Coconut
30.65,21.93,29.72,27.05,91.19,6.06,181.26,Coconut
22.9,24.3,28.35,27.22,94.23,7.06,202.52,Coconut
31.84,9.47,32.99,28.53,93.04,6.68,157.73,Coconut
15.32,16.31,28.65,26.65,92.08,5.95,179.72,Coconut
22.69,22.72,31.7,29.38,96.25,6.68,164.49,Coconut
29.34,21.63,28.72,27.78,91.2,6.32,193.9,Coconut
25.7,18.97,29.66,26.16,96.35,5.74,187.95,Coconut
30.09,15.26,30.18,26.09,96.78,5.65,163.65,Coconut
19.85,13.21,33.98,27.54,94.28,6.01,202.69,Coconut
22.35,23.97,27.82,26.36,95.52,7.15,194.94,Coconut
20.94,17.77,30.39,26.15,96.74,4.7,160.53,Coconut
24.32,5.78,26.51,27.63,94.06,7.68,218.63,Coconut
30.21,21.57,30.16,24.34,91.21,6.58,195.4,Coconut
29.31,15.54,32.34,28.48,95.88,7.24,166.02,Coconut
34.22,20.73,31.28,27.37,93.76,5.85,177.95,Coconut
33.67,17.79,32.23,27.74,93.4,7.54,171.11,Coconut
36.93,22.17,29.96,26.11,93.82,6.35,148.54,Coconut
26.14,15.98,31.46,28.31,91.55,7.78,176.79,Coconut
21.41,23.79,28.88,26.92,93.19,5.89,198.1,Coconut
25.71,12.82,31.38,25.79,91.69,7.39,150.09,Coconut
13.02,23.11,29.24,26.78,93.37,6.67,161.18,Coconut
36.73,12.62,31.11,27.64,92.48,5.73,205.43,Coconut
21.31,16.97,32.22,27.03,90.41,7.81,166.75,Coconut
24.98,21.28,31.56,28.96,90.68,7.12,198.58,Coconut
26.64,23.94,32.34,25.62,97.5,5.33,151.62,Coconut
25.86,29.62,29.23,26.97,96.86,6.27,150.54,Coconut
24.89,26.85,30.18,28.93,95.48,6.02,181.28,Coconut
22.17,16.66,41.2,28.02,95.72,6.03,219.24,Coconut
34.37,29.41,34.58,25.52,91.78,5.75,156.4,Coconut
29.52,17.17,35.18,28.9,93.99,7.97,217.2,Coconut
24.68,9.95,29.46,26.36,94.41,6.57,181.58,Coconut
30.77,13.94,31.03,26.56,94.4,7.22,149.39,Coconut
25.74,19.41,28.71,27.9,92.56,6.08,162.25,Coconut
34.33,17.54,31.15,28.98,93.85,7.33,221.78,Coconut
33.92,19.92,31.61,25.71,92.44,6.05,236.02,Coconut
22.42,15.86,27.39,27.56,94.29,7.32,196.78,Coconut
18.87,15.96,33.41,26.8,96.38,6.39,155.81,Coconut
25.6,15.16,28.59,27.2,95.02,5.31,179.57,Coconut
23.83,16.76,30.33,26.45,96.76,7.39,209.55,Coconut
24.41,15.19,30.21,26.85,92.78,5.62,178.96,Coconut
24.97,23.44,31.66,28.1,91.48,6.8,161.81,Coconut
19.87,17.86,32.67,26.63,97.13,6.91,170.15,Coconut
34.75,22.23,27.67,28.86,94.52,6.51,158.61,Coconut
34.87,22.59,31.57,26.49,95.67,7.18,163.28,Coconut
105.83,51.13,16.07,24.15,69.7,7.61,76.07,Cotton
131.07,44.29,22.5,26.06,65.82,7.15,107.49,Cotton
120.67,47.89,21.97,24.04,61.83,7.57,59.97,Cotton
115.83,55.05,19.11,23.31,78.0,6.57,67.78,Cotton
122.75,46.36,16.89,24.64,75.4,6.82,77.09,Cotton
124.7,54.94,19.29,24.65,76.03,7.44,80.39,Cotton
110.88,44.61,20.86,25.82,69.47,7.4,76.72,Cotton
121.1,56.97,21.91,22.76,68.92,7.63,81.42,Cotton
108.51,42.38,21.76,24.99,72.61,8.24,88.24,Cotton
117.57,42.4,17.56,24.34,69.45,7.84,94.66,Cotton
126.33,40.13,18.32,25.26,68.98,7.56,84.75,Cotton
120.52,43.11,19.76,24.19,78.95,6.56,77.37,Cotton
120.45,51.64,17.73,22.68,76.71,6.24,92.85,Cotton
118.44,37.83,18.8,24.38,69.17,7.01,87.4,Cotton
117.98,41.64,19.25,25.41,83.03,5.99,90.91,Cotton
122.5,53.27,18.62,22.23,76.15,6.53,66.12,Cotton
106.82,51.26,20.35,24.78,76.68,6.79,79.3,Cotton
114.89,46.19,17.58,24.39,79.22,6.59,92.81,Cotton
121.14,49.01,15.75,22.19,73.4,7.39,73.29,Cotton
136.7,52.09,17.73,24.03,87.98,6.38,85.28,Cotton
116.77,51.92,23.17,23.61,79.49,8.11,80.66,Cotton
127.85,43.81,20.05,23.82,77.48,7.6,78.9,Cotton
135.34,57.06,22.12,23.48,68.68,6.59,89.49,Cotton
107.88,51.73,17.3,24.82,72.61,7.67,91.41,Cotton
134.35,56.63,20.36,22.84,65.92,5.96,69.16,Cotton
120.69,44.0,19.55,24.49,70.6,6.44,79.47,Cotton
111.02,45.81,23.36,23.73,83.57,7.72,74.21,Cotton
108.89,47.17,22.88,23.51,78.18,7.6,72.26,Cotton
113.24,51.95,20.38,23.31,70.3,6.96,64.35,Cotton
127.66,44.51,13.04,23.98,67.87,7.84,74.15,Cotton
109.02,50.67,18.35,23.22,75.68,6.48,65.43,Cotton
137.26,51.12,19.34,24.0,75.66,7.49,72.44,Cotton
123.66,44.33,19.53,24.16,72.46,7.37,84.87,Cotton
104.92,39.01,19.08,25.83,67.18,6.9,74.64,Cotton
114.46,48.61,23.5,24.46,67.48,8.38,80.79,Cotton
114.23,56.33,18.83,25.66,67.06,7.72,82.01,Cotton
132.91,59.39,17.17,25.28,63.69,6.48,71.97,Cotton
125.04,47.71,19.58,24.15,76.2,7.33,90.94,Cotton
138.2,47.37,18.7,24.61,65.35,6.66,89.99,Cotton
118.76,39.95,16.28,24.05,79.64,7.56,81.11,Cotton
140.09,46.84,19.65,21.43,69.7,7.43,95.64,Cotton
111.7,50.39,22.62,24.01,58.23,7.12,87.61,Cotton
110.53,45.91,17.11,21.43,78.92,7.0,95.98,Cotton
128.57,45.29,19.79,24.57,78.54,7.16,91.06,Cotton
117.03,41.27,19.84,24.21,64.99,6.33,84.47,Cotton
115.94,46.46,19.1,25.52,80.39,6.38,74.67,Cotton
128.5,51.26,19.9,22.86,68.23,6.74,82.77,Cotton
137.04,43.21,17.43,23.89,78.95,6.28,94.54,Cotton
118.28,42.91,16.0,24.71,71.43,7.09,70.99,Cotton
116.81,44.46,19.75,23.33,62.91,8.36,66.37,Cotton
121.81,36.42,15.01,24.1,73.59,7.63,84.0,Cotton
118.5,41.56,23.75,24.93,64.71,7.02,81.44,Cotton
116.54,52.32,22.08,23.81,70.74,7.75,89.33,Cotton
120.72,37.32,20.86,24.7,55.28,7.13,75.83,Cotton
117.79,41.83,19.63,25.39,69.71,7.48,71.94,Cotton
127.59,47.51,20.88,24.01,76.51,5.72,65.8,Cotton
124.17,34.73,18.67,23.95,67.32,6.65,82.72,Cotton
130.09,41.51,18.56,23.27,57.37,7.07,89.35,Cotton
130.17,42.06,16.87,24.02,77.68,7.08,82.89,Cotton
131.42,42.88,19.45,25.63,71.27,6.37,73.31,Cotton
110.62,49.73,17.76,24.27,67.9,5.94,83.07,Cotton
121.48,50.74,18.32,23.22,75.01,7.76,80.11,Cotton
124.25,45.49,16.14,24.97,78.18,7.36,78.18,Cotton
125.97,53.09,24.05,24.99,72.9,6.35,81.56,Cotton
122.57,51.93,23.38,23.9,85.63,6.12,84.19,Cotton
112.01,35.58,19.5,22.54,71.49,7.02,91.19,Cotton
104.92,53.18,20.25,25.03,69.8,6.33,67.83,Cotton
107.08,50.49,23.69,23.44,76.43,6.24,81.8,Cotton
126.69,38.45,19.49,24.72,54.16,7.67,83.54,Cotton
127.17,44.92,15.69,24.53,71.98,7.02,90.88,Cotton
127.62,59.51,20.38,23.31,71.32,7.21,90.16,Cotton
105.33,47.55,24.02,23.76,78.32,7.25,89.56,Cotton
111.9,42.47,20.05,22.47,70.81,7.13,97.85,Cotton
124.03,51.41,22.91,23.04,71.47,8.21,79.21,Cotton
131.16,53.52,16.3,24.31,73.42,7.16,72.46,Cotton
108.83,44.52,19.76,25.18,83.86,7.7,88.6,Cotton
109.96,44.94,20.52,23.37,76.11,7.36,85.36,Cotton
130.25,41.85,22.33,23.3,66.62,7.27,92.16,Cotton
124.88,47.63,20.78,24.14,65.46,6.38,79.21,Cotton
120.8,47.57,21.69,23.78,76.02,6.93,98.23,Cotton
120.81,62.13,20.88,23.79,66.88,6.28,70.09,Cotton
111.2,49.97,18.68,24.19,80.51,6.96,100.79,Cotton
108.24,46.56,18.65,24.94,58.5,6.28,78.93,Cotton
135.51,48.91,16.62,22.8,82.96,6.69,70.57,Cotton
134.77,53.82,23.19,23.05,62.97,7.07,83.35,Cotton
123.65,56.74,15.67,24.86,65.65,7.43,75.25,Cotton
111.86,43.69,16.39,24.04,67.67,7.39,86.4,Cotton
136.88,49.79,21.3,25.4,68.58,6.26,82.0,Cotton
105.77,62.84,23.64,26.16,72.89,7.28,75.41,Cotton
128.83,39.9,13.64,23.21,63.4,7.74,98.16,Cotton
105.97,55.57,22.38,22.43,70.06,6.71,87.48,Cotton
107.71,46.88,18.29,24.47,71.15,6.73,77.87,Cotton
140.36,44.89,17.4,24.58,71.6,6.29,102.31,Cotton
116.48,45.14,20.4,25.73,62.0,7.14,100.87,Cotton
121.29,39.78,18.45,24.21,80.82,6.83,88.27,Cotton
105.65,38.48,18.79,25.44,72.93,7.14,82.78,Cotton
131.09,43.69,21.72,23.17,84.9,6.6,71.18,Cotton
125.5,48.0,20.82,24.23,65.69,7.81,88.94,Cotton
133.59,44.2,21.04,24.2,79.55,7.58,81.93,Cotton
104.82,58.62,21.39,23.39,75.04,6.24,90.55,Cotton
105.29,46.12,20.61,25.04,73.17,7.32,79.72,Cotton
119.68,48.03,19.53,22.31,67.7,7.12,77.51,Cotton
118.44,45.48,17.84,23.51,70.58,7.0,83.93,Cotton
118.19,41.06,16.5,26.6,65.44,6.74,85.17,Cotton
123.61,50.76,18.89,24.24,72.88,6.84,82.45,Cotton
130.55,47.36,19.96,25.07,78.51,7.79,62.44,Cotton
129.05,51.26,17.79,24.25,79.07,6.59,84.43,Cotton
128.71,40.81,19.64,24.3,67.52,6.56,78.65,Cotton
128.02,51.52,17.85,24.65,67.28,6.19,76.33,Cotton
131.23,51.6,20.0,23.58,70.06,7.05,69.32,Cotton
116.52,46.15,16.62,23.16,75.07,7.0,76.91,Cotton
110.89,57.36,17.91,24.25,69.45,7.02,84.58,Cotton
106.3,47.46,22.98,25.76,71.69,7.02,102.11,Cotton
131.35,43.64,18.45,24.96,66.18,7.54,83.34,Cotton
125.18,45.9,18.43,25.46,70.96,6.79,79.2,Cotton
121.93,41.06,18.59,23.38,77.78,6.56,62.44,Cotton
100.33,38.31,23.4,24.02,75.63,7.27,80.56,Cotton
119.25,54.03,20.36,25.4,76.38,6.69,75.03,Cotton
112.73,55.11,18.99,23.2,74.5,6.95,82.95,Cotton
138.9,53.21,20.07,22.59,69.38,7.36,68.29,Cotton
101.41,47.59,40.12,24.0,82.48,6.32,202.06,Jute
93.17,53.65,36.52,24.65,86.05,6.97,162.47,Jute
73.5,44.68,38.49,25.65,70.39,7.0,158.85,Jute
70.39,34.94,38.63,25.63,81.32,6.3,187.71,Jute
92.31,48.15,45.09,25.12,83.41,6.45,182.84,Jute
82.17,50.75,38.29,24.6,75.92,5.94,187.48,Jute
64.98,48.17,40.83,24.74,78.58,6.85,180.89,Jute
87.35,58.33,40.59,24.55,75.47,6.91,183.34,Jute
78.08,50.9,39.27,25.0,84.56,7.09,176.47,Jute
69.6,43.68,41.49,26.34,78.3,6.92,168.05,Jute
70.26,43.27,34.79,25.52,68.85,6.65,160.27,Jute
71.16,56.1,40.5,23.78,77.05,6.46,174.46,Jute
81.73,59.35,35.21,24.47,78.42,7.1,179.44,Jute
85.9,49.66,37.67,25.41,83.99,7.09,190.8,Jute
84.18,56.76,40.94,24.34,79.97,6.74,168.51,Jute
96.32,49.35,40.24,24.79,94.9,6.33,164.44,Jute
66.19,46.05,40.61,24.15,77.3,6.8,168.72,Jute
83.1,54.46,41.69,25.16,85.43,6.86,173.02,Jute
72.28,45.06,38.69,25.05,81.73,7.01,160.5,Jute
94.32,44.83,37.25,24.17,92.42,6.6,170.94,Jute
78.08,46.57,38.05,24.61,85.38,6.87,161.11,Jute
76.56,44.05,40.13,25.5,79.26,6.72,197.22,Jute
88.76,51.09,44.9,24.87,70.07,7.06,155.1,Jute
84.52,36.79,38.83,24.23,76.15,6.62,187.91,Jute
72.86,50.91,37.59,24.36,81.62,6.38,158.6,Jute
84.92,54.52,39.8,24.16,80.78,6.77,178.04,Jute
54.72,40.82,37.89,24.61,80.93,6.99,178.22,Jute
66.99,56.54,43.18,23.56,81.66,6.53,176.74,Jute
90.53,60.81,41.88,24.72,78.3,6.82,192.0,Jute
79.55,41.96,35.95,24.88,81.24,6.51,187.83,Jute
75.78,46.66,39.96,24.24,81.18,7.18,160.72,Jute
84.89,48.58,40.38,25.15,80.25,6.93,183.95,Jute
74.96,49.37,39.37,24.4,78.39,6.93,176.02,Jute
83.95,47.39,35.99,24.52,80.32,6.84,167.58,Jute
68.05,51.4,39.32,24.63,78.59,6.75,169.38,Jute
70.32,50.46,38.49,24.62,82.05,6.53,159.95,Jute
104.26,44.2,41.56,25.95,83.95,6.64,174.16,Jute
71.67,53.01,41.42,24.11,74.79,6.25,187.33,Jute
81.2,48.84,37.94,23.4,84.81,6.77,186.34,Jute
76.14,46.02,41.78,25.05,83.99,6.64,182.68,Jute
91.09,46.85,38.72,25.51,76.73,6.99,174.27,Jute
61.58,54.55,33.11,23.01,82.64,6.95,167.03,Jute
81.48,31.68,41.77,24.69,79.77,6.76,181.17,Jute
79.71,35.79,45.49,25.4,73.58,6.62,172.05,Jute
90.79,34.0,38.75,23.18,78.57,6.57,176.0,Jute
73.95,42.81,41.55,24.84,82.76,6.68,167.85,Jute
78.81,50.63,34.56,24.8,81.55,6.77,173.13,Jute
54.34,44.75,44.47,24.51,78.46,6.76,179.43,Jute
86.59,46.07,41.06,25.76,85.03,7.63,166.79,Jute
96.76,42.56,40.88,25.05,77.45,6.78,186.38,Jute
72.9,57.93,36.54,25.95,85.01,6.72,169.97,Jute
74.93,46.65,39.88,25.44,89.84,6.82,164.43,Jute
74.54,46.36,37.42,23.62,90.49,6.86,164.59,Jute
88.17,40.14,37.26,23.9,88.27,6.66,144.48,Jute
92.1,45.59,35.38,24.26,82.61,6.9,197.48,Jute
71.47,47.79,38.25,23.34,84.43,6.92,178.55,Jute
84.27,43.22,37.49,24.53,85.81,7.35,184.94,Jute
80.29,49.19,40.03,23.73,80.12,6.25,173.45,Jute
96.36,52.64,37.69,24.45,75.83,6.73,188.01,Jute
86.53,63.03,42.98,24.65,83.39,6.67,160.91,Jute
93.06,53.81,39.4,24.71,86.2,7.07,156.71,Jute
82.44,46.45,42.78,25.27,86.59,6.33,165.2,Jute
91.14,43.8,36.2,24.9,77.26,7.42,178.7,Jute
81.6,45.19,43.98,24.77,77.96,6.45,174.08,Jute
70.22,53.93,35.48,24.4,83.05,6.88,166.03,Jute
86.6,41.96,39.94,24.99,82.31,6.5,189.97,Jute
80.87,52.14,43.82,25.34,85.6,6.82,184.92,Jute
82.14,39.94,40.76,24.69,82.92,6.7,165.48,Jute
86.57,39.29,43.65,24.33,81.23,6.96,182.38,Jute
65.91,52.65,40.76,24.02,76.25,6.62,158.77,Jute
97.22,56.79,41.13,24.33,79.01,7.03,196.97,Jute
74.3,40.52,43.87,23.16,74.96,6.66,155.49,Jute
91.12,52.86,38.56,25.46,87.25,6.71,169.37,Jute
102.6,52.01,40.64,25.52,81.51,6.56,176.0,Jute
90.39,35.05,39.28,25.54,77.44,7.33,192.68,Jute
79.34,43.95,39.28,26.5,89.37,6.8,167.4,Jute
81.17,49.02,36.89,24.56,86.61,6.08,185.33,Jute
93.75,44.0,44.24,23.98,82.21,6.63,171.16,Jute
73.83,51.87,42.12,24.45,73.2,6.9,180.28,Jute
77.83,59.17,36.09,22.84,76.35,7.02,161.8,Jute
70.19,53.44,41.16,24.78,83.91,6.59,170.26,Jute
88.1,39.09,34.64,24.18,84.65,6.85,185.72,Jute
59.84,49.47,41.63,23.49,84.31,6.71,213.39,Jute
58.23,56.06,39.01,23.29,77.37,6.85,187.97,Jute
97.22,56.39,37.59,25.35,81.96,6.5,172.35,Jute
72.9,47.73,38.18,23.73,82.4,6.99,172.66,Jute
93.68,45.87,39.24,25.0,79.34,6.78,143.49,Jute
80.17,36.08,36.95,23.5,74.79,6.54,168.92,Jute
86.64,48.89,35.25,24.56,81.59,6.63,174.24,Jute
81.9,52.28,36.06,24.32,87.54,7.28,185.64,Jute
85.37,57.84,44.79,24.4,75.15,6.65,213.71,Jute
64.31,44.56,36.47,24.59,73.99,6.71,150.62,Jute
86.18,55.14,39.04,24.4,79.18,6.82,174.52,Jute
87.68,55.21,37.96,24.27,84.51,6.22,150.37,Jute
82.26,50.6,38.19,24.07,76.2,6.42,183.67,Jute
68.2,45.84,37.74,23.41,84.35,6.56,177.36,Jute
64.92,42.86,41.89,26.44,70.12,6.67,180.15,Jute
73.84,52.81,37.83,24.62,77.39,7.21,166.55,Jute
76.48,53.41,37.43,24.55,70.89,6.34,179.78,Jute
70.09,44.1,41.23,24.07,84.11,6.83,180.45,Jute
